10.822;9.620;10.050;0.397;0.362;0.374
10.712;9.810;10.100;0.392;0.358;0.369
10.680;9.870;10.150;0.390;0.355;0.366
10.610;9.660;9.890;0.386;0.352;0.363
10.568;9.650;10.070;0.385;0.351;0.362
10.562;9.600;9.880;0.382;0.348;0.358
10.500;9.670;9.980;0.379;0.346;0.356
10.466;9.480;9.880;0.377;0.344;0.355
10.464;9.540;9.930;0.374;0.342;0.352
10.526;9.630;9.760;0.375;0.343;0.352
10.292;9.270;9.650;0.372;0.340;0.350
10.178;9.300;9.650;0.368;0.336;0.347
10.204;9.440;9.620;0.366;0.335;0.344
10.098;9.290;9.500;0.364;0.332;0.342
10.116;9.310;9.560;0.363;0.332;0.342
10.088;9.110;9.550;0.361;0.330;0.339
10.022;9.200;9.510;0.358;0.328;0.337
9.972;9.060;9.520;0.357;0.326;0.336
10.036;9.060;9.610;0.355;0.325;0.334
10.062;9.240;9.430;0.356;0.326;0.334
9.846;8.910;9.410;0.354;0.324;0.334
9.804;8.990;9.290;0.351;0.321;0.331
9.810;9.120;9.280;0.349;0.320;0.329
9.696;8.890;9.220;0.347;0.318;0.327
9.702;8.860;9.220;0.347;0.317;0.327
9.684;8.810;9.130;0.345;0.316;0.324
9.666;8.880;9.120;0.343;0.314;0.323
9.610;8.790;9.180;0.342;0.313;0.322
9.668;8.690;9.160;0.340;0.312;0.321
9.670;8.850;9.070;0.341;0.314;0.321
9.490;8.620;9.110;0.339;0.311;0.321
9.460;8.690;8.970;0.336;0.309;0.318
9.478;8.810;8.940;0.335;0.308;0.317
9.342;8.600;8.860;0.334;0.306;0.315
9.366;8.620;8.870;0.334;0.306;0.316
9.364;8.560;8.830;0.331;0.305;0.312
9.302;8.670;8.810;0.330;0.303;0.311
9.214;8.590;8.900;0.329;0.303;0.311
9.314;8.500;8.830;0.328;0.302;0.310
9.368;8.660;8.740;0.329;0.303;0.310
9.154;8.330;8.860;0.327;0.301;0.310
9.136;8.500;8.730;0.325;0.299;0.308
9.142;8.440;8.640;0.323;0.299;0.306
9.052;8.340;8.520;0.322;0.297;0.305
9.078;8.360;8.570;0.322;0.297;0.306
9.062;8.390;8.580;0.320;0.295;0.303
9.040;8.420;8.480;0.319;0.294;0.301
8.952;8.350;8.580;0.318;0.293;0.302
9.012;8.280;8.540;0.317;0.293;0.301
9.082;8.440;8.460;0.318;0.294;0.301
8.908;8.160;8.570;0.317;0.293;0.301
8.844;8.220;8.450;0.314;0.290;0.299
8.874;8.310;8.310;0.313;0.290;0.297
8.760;8.100;8.280;0.312;0.288;0.296
8.774;8.200;8.380;0.312;0.288;0.297
8.826;8.120;8.260;0.310;0.287;0.294
8.764;8.180;8.280;0.309;0.286;0.293
8.696;8.150;8.290;0.308;0.285;0.293
8.774;8.040;8.290;0.307;0.285;0.292
8.858;8.200;8.290;0.308;0.286;0.292
8.668;7.940;8.300;0.307;0.285;0.292
8.632;7.990;8.160;0.305;0.283;0.290
8.638;8.150;8.130;0.304;0.282;0.289
8.514;7.890;8.030;0.303;0.281;0.288
8.518;8.020;8.190;0.303;0.281;0.289
8.566;7.890;8.020;0.301;0.280;0.286
8.520;7.900;7.990;0.300;0.279;0.285
8.440;7.850;8.030;0.300;0.278;0.286
8.490;7.830;8.070;0.299;0.277;0.285
8.584;8.050;8.030;0.300;0.279;0.285
8.446;7.810;8.070;0.299;0.277;0.285
8.398;7.800;7.900;0.296;0.275;0.283
8.366;7.950;7.900;0.296;0.275;0.282
8.258;7.760;7.850;0.295;0.274;0.281
8.272;7.870;7.920;0.295;0.274;0.282
8.334;7.620;7.810;0.293;0.273;0.279
8.288;7.760;7.780;0.292;0.272;0.278
8.238;7.760;7.820;0.292;0.271;0.279
8.266;7.630;7.840;0.291;0.271;0.278
8.354;7.820;7.860;0.291;0.272;0.278
8.232;7.620;7.810;0.291;0.271;0.278
8.134;7.660;7.740;0.288;0.269;0.276
8.114;7.750;7.810;0.288;0.269;0.275
8.030;7.610;7.620;0.287;0.267;0.274
8.064;7.640;7.690;0.287;0.267;0.275
8.084;7.460;7.570;0.285;0.266;0.272
8.052;7.590;7.640;0.284;0.265;0.272
8.000;7.520;7.630;0.284;0.265;0.272
8.006;7.440;7.640;0.283;0.264;0.271
8.134;7.630;7.680;0.284;0.265;0.271
7.988;7.420;7.540;0.283;0.264;0.271
7.882;7.510;7.570;0.281;0.262;0.270
7.884;7.530;7.590;0.280;0.262;0.269
7.798;7.380;7.410;0.279;0.261;0.268
7.820;7.380;7.480;0.280;0.261;0.269
7.866;7.310;7.370;0.278;0.260;0.266
7.802;7.430;7.440;0.277;0.259;0.265
7.796;7.340;7.540;0.277;0.259;0.266
7.828;7.310;7.500;0.276;0.258;0.265
7.912;7.460;7.520;0.277;0.259;0.265
7.794;7.260;7.290;0.276;0.258;0.265
7.670;7.400;7.420;0.274;0.256;0.264
7.688;7.400;7.360;0.273;0.256;0.263
7.620;7.250;7.230;0.273;0.255;0.262
7.632;7.310;7.320;0.273;0.255;0.263
7.654;7.200;7.240;0.271;0.254;0.260
7.608;7.290;7.260;0.270;0.254;0.260
7.568;7.220;7.370;0.270;0.253;0.260
7.624;7.210;7.340;0.269;0.253;0.259
7.716;7.270;7.430;0.270;0.253;0.259
7.562;7.170;7.210;0.270;0.253;0.259
7.498;7.180;7.220;0.267;0.251;0.258
7.506;7.260;7.270;0.267;0.251;0.257
7.422;7.120;7.070;0.266;0.249;0.256
7.464;7.200;7.140;0.267;0.250;0.257
7.458;7.090;7.100;0.265;0.249;0.255
7.398;7.080;7.170;0.264;0.248;0.254
7.410;7.100;7.210;0.264;0.248;0.254
7.436;7.100;7.190;0.263;0.247;0.254
7.510;7.180;7.260;0.264;0.248;0.253
7.390;7.010;7.140;0.263;0.247;0.254
7.314;7.050;7.090;0.261;0.245;0.252
7.340;7.170;7.130;0.261;0.245;0.252
7.252;6.950;6.930;0.260;0.244;0.251
7.284;7.050;7.040;0.260;0.244;0.252
7.256;6.900;7.000;0.259;0.244;0.249
7.202;6.970;6.980;0.258;0.243;0.249
7.266;6.940;7.120;0.258;0.243;0.249
7.276;6.890;7.020;0.257;0.242;0.248
7.304;7.060;7.150;0.258;0.243;0.248
7.224;6.920;7.070;0.257;0.242;0.249
7.140;6.930;6.960;0.255;0.240;0.247
7.176;6.980;7.020;0.255;0.240;0.247
7.108;6.840;6.900;0.254;0.239;0.246
7.114;6.860;6.900;0.255;0.239;0.247
7.078;6.740;6.910;0.253;0.239;0.244
7.062;6.770;6.860;0.252;0.238;0.244
7.082;6.820;6.990;0.252;0.238;0.244
7.108;6.730;6.900;0.251;0.237;0.243
7.144;6.910;6.940;0.252;0.238;0.243
7.066;6.780;6.970;0.252;0.237;0.244
6.962;6.740;6.810;0.250;0.235;0.242
6.998;6.780;6.820;0.249;0.236;0.242
6.936;6.690;6.740;0.248;0.234;0.241
6.954;6.650;6.730;0.249;0.235;0.242
6.912;6.550;6.790;0.247;0.234;0.239
6.908;6.630;6.700;0.247;0.233;0.239
6.892;6.650;6.800;0.247;0.233;0.239
6.930;6.620;6.770;0.246;0.233;0.239
6.992;6.770;6.820;0.246;0.233;0.238
6.922;6.690;6.820;0.246;0.233;0.239
6.828;6.570;6.690;0.244;0.231;0.237
6.822;6.590;6.710;0.244;0.231;0.237
6.786;6.530;6.610;0.243;0.230;0.236
6.796;6.480;6.610;0.244;0.230;0.237
6.760;6.420;6.650;0.242;0.229;0.235
6.750;6.480;6.610;0.241;0.229;0.234
6.744;6.560;6.670;0.241;0.229;0.235
6.776;6.480;6.650;0.241;0.228;0.234
6.836;6.570;6.700;0.241;0.229;0.233
6.786;6.590;6.690;0.241;0.228;0.234
6.676;6.430;6.500;0.239;0.226;0.233
6.646;6.390;6.550;0.239;0.227;0.232
6.638;6.390;6.520;0.238;0.226;0.232
6.644;6.380;6.510;0.239;0.226;0.233
6.610;6.270;6.520;0.237;0.225;0.230
6.580;6.380;6.540;0.236;0.224;0.230
6.612;6.380;6.540;0.236;0.225;0.230
6.640;6.290;6.500;0.236;0.224;0.229
6.670;6.400;6.530;0.236;0.224;0.229
6.630;6.420;6.530;0.236;0.224;0.230
6.520;6.240;6.410;0.234;0.222;0.228
6.508;6.240;6.420;0.234;0.222;0.228
6.458;6.250;6.390;0.233;0.221;0.227
6.490;6.300;6.410;0.234;0.222;0.228
6.500;6.130;6.390;0.232;0.221;0.226
6.442;6.170;6.380;0.231;0.220;0.225
6.488;6.200;6.410;0.231;0.220;0.226
6.518;6.110;6.370;0.231;0.220;0.225
6.526;6.260;6.470;0.231;0.220;0.225
6.468;6.230;6.390;0.231;0.220;0.225
6.386;6.110;6.330;0.229;0.218;0.224
6.372;6.080;6.360;0.229;0.218;0.224
6.360;5.990;6.280;0.228;0.217;0.223
6.366;6.140;6.310;0.229;0.218;0.224
6.384;5.990;6.290;0.227;0.217;0.222
6.322;6.020;6.300;0.227;0.216;0.221
6.352;5.970;6.330;0.227;0.216;0.222
6.376;5.870;6.260;0.226;0.216;0.221
6.412;6.090;6.320;0.227;0.216;0.221
6.312;6.120;6.270;0.226;0.216;0.221
6.288;5.950;6.250;0.225;0.214;0.220
6.266;5.990;6.310;0.224;0.214;0.220
6.242;5.890;6.210;0.224;0.213;0.219
6.278;6.030;6.240;0.224;0.214;0.220
6.270;5.880;6.230;0.223;0.213;0.218
6.214;5.900;6.200;0.222;0.213;0.217
6.216;5.830;6.280;0.222;0.213;0.218
6.244;5.770;6.120;0.222;0.212;0.217
6.278;5.910;6.190;0.222;0.212;0.217
6.184;5.970;6.220;0.222;0.212;0.217
6.156;5.800;6.090;0.220;0.210;0.216
6.150;5.840;6.220;0.220;0.211;0.216
6.122;5.780;6.080;0.219;0.210;0.215
6.144;5.860;6.140;0.220;0.210;0.216
6.156;5.790;6.110;0.219;0.209;0.214
6.114;5.790;6.120;0.218;0.209;0.214
6.082;5.720;6.200;0.218;0.209;0.214
6.114;5.690;6.010;0.217;0.208;0.213
6.152;5.790;6.080;0.218;0.209;0.213
6.074;5.870;6.090;0.218;0.208;0.214
6.032;5.690;6.050;0.216;0.207;0.212
6.034;5.680;6.120;0.216;0.207;0.212
5.986;5.620;5.990;0.215;0.206;0.212
6.018;5.690;6.050;0.216;0.206;0.213
6.024;5.680;6.000;0.214;0.206;0.210
6.012;5.670;6.010;0.214;0.205;0.210
5.960;5.620;6.090;0.214;0.206;0.211
5.960;5.570;5.910;0.213;0.205;0.210
6.040;5.660;5.980;0.214;0.205;0.209
5.972;5.790;6.010;0.213;0.205;0.210
5.894;5.550;5.920;0.212;0.203;0.209
5.922;5.570;5.960;0.212;0.203;0.209
5.878;5.500;5.930;0.211;0.203;0.208
5.930;5.550;6.000;0.212;0.203;0.209
5.904;5.510;5.890;0.210;0.202;0.207
5.884;5.560;5.920;0.210;0.202;0.206
5.870;5.510;5.990;0.210;0.202;0.207
5.878;5.500;5.800;0.209;0.201;0.206
5.910;5.560;5.900;0.210;0.202;0.206
5.872;5.640;5.910;0.209;0.201;0.206
5.786;5.460;5.830;0.208;0.200;0.205
5.820;5.480;5.800;0.208;0.200;0.205
5.762;5.390;5.820;0.207;0.199;0.205
5.834;5.420;5.910;0.208;0.200;0.206
5.784;5.370;5.800;0.206;0.199;0.204
5.784;5.440;5.790;0.206;0.199;0.203
5.780;5.480;5.850;0.206;0.199;0.204
5.758;5.420;5.730;0.205;0.198;0.203
5.802;5.450;5.820;0.206;0.198;0.202
5.772;5.610;5.850;0.206;0.198;0.203
5.690;5.350;5.730;0.204;0.197;0.202
5.720;5.400;5.780;0.204;0.197;0.202
5.652;5.310;5.660;0.203;0.196;0.201
5.748;5.340;5.780;0.204;0.197;0.202
5.668;5.320;5.700;0.203;0.196;0.200
5.670;5.320;5.720;0.202;0.195;0.200
5.690;5.400;5.780;0.202;0.196;0.200
5.662;5.270;5.640;0.202;0.195;0.200
5.688;5.400;5.680;0.202;0.195;0.199
5.680;5.470;5.780;0.202;0.195;0.200
5.618;5.270;5.630;0.200;0.194;0.199
5.602;5.280;5.680;0.200;0.194;0.199
5.558;5.250;5.570;0.200;0.193;0.198
5.646;5.200;5.660;0.200;0.193;0.199
5.574;5.230;5.590;0.199;0.193;0.197
5.578;5.230;5.640;0.198;0.192;0.197
5.576;5.250;5.620;0.199;0.193;0.197
5.556;5.140;5.550;0.198;0.192;0.196
5.596;5.350;5.630;0.198;0.192;0.196
5.572;5.390;5.710;0.198;0.192;0.197
5.502;5.190;5.540;0.197;0.190;0.196
5.518;5.190;5.540;0.196;0.191;0.195
5.478;5.160;5.530;0.196;0.190;0.195
5.534;5.100;5.530;0.197;0.190;0.196
5.478;5.100;5.490;0.196;0.190;0.194
5.468;5.160;5.530;0.195;0.189;0.194
5.476;5.090;5.590;0.195;0.190;0.194
5.446;5.050;5.470;0.195;0.189;0.193
5.494;5.220;5.470;0.195;0.189;0.193
5.464;5.250;5.600;0.195;0.189;0.193
5.406;5.090;5.490;0.193;0.188;0.192
5.428;5.110;5.440;0.193;0.188;0.192
5.398;5.120;5.440;0.193;0.187;0.192
5.438;5.050;5.460;0.193;0.188;0.193
5.392;5.020;5.420;0.192;0.187;0.191
5.372;5.000;5.460;0.192;0.187;0.191
5.370;4.980;5.450;0.192;0.187;0.191
5.352;4.960;5.410;0.191;0.186;0.190
5.386;5.130;5.410;0.191;0.186;0.190
5.372;5.170;5.530;0.191;0.186;0.190
5.300;5.010;5.360;0.190;0.185;0.190
5.320;5.010;5.380;0.190;0.185;0.189
5.300;5.010;5.370;0.189;0.184;0.189
5.356;4.960;5.380;0.190;0.185;0.190
5.274;4.960;5.340;0.189;0.184;0.188
5.282;4.910;5.350;0.188;0.184;0.188
5.280;4.910;5.380;0.188;0.184;0.188
5.268;4.900;5.330;0.188;0.184;0.187
5.306;5.010;5.360;0.188;0.184;0.187
5.304;5.100;5.430;0.188;0.183;0.188
5.228;4.960;5.320;0.187;0.182;0.187
5.230;4.920;5.290;0.186;0.182;0.187
5.232;4.970;5.310;0.186;0.182;0.186
5.244;4.910;5.320;0.187;0.182;0.187
5.166;4.870;5.240;0.186;0.182;0.185
5.186;4.850;5.290;0.185;0.181;0.185
5.186;4.850;5.320;0.185;0.182;0.186
5.194;4.860;5.320;0.185;0.181;0.185
5.226;4.890;5.270;0.185;0.181;0.184
5.216;4.980;5.360;0.185;0.181;0.185
5.136;4.850;5.200;0.184;0.179;0.184
5.162;4.840;5.200;0.183;0.180;0.184
5.154;4.820;5.210;0.183;0.179;0.183
5.146;4.860;5.250;0.184;0.180;0.184
5.090;4.820;5.180;0.183;0.179;0.183
5.116;4.770;5.190;0.182;0.179;0.182
5.120;4.790;5.200;0.182;0.179;0.183
5.102;4.740;5.210;0.182;0.178;0.182
5.136;4.810;5.210;0.182;0.178;0.181
5.112;4.940;5.280;0.182;0.178;0.182
5.066;4.770;5.110;0.180;0.177;0.181
5.072;4.790;5.140;0.180;0.177;0.181
5.058;4.720;5.140;0.180;0.177;0.181
5.058;4.770;5.160;0.181;0.177;0.182
5.014;4.730;5.180;0.180;0.176;0.180
5.034;4.770;5.180;0.179;0.176;0.180
5.036;4.710;5.160;0.179;0.176;0.180
5.010;4.680;5.170;0.179;0.176;0.179
5.052;4.750;5.130;0.179;0.176;0.179
5.034;4.870;5.220;0.179;0.176;0.179
4.988;4.670;5.070;0.177;0.174;0.179
4.996;4.680;5.060;0.177;0.175;0.179
4.982;4.660;5.070;0.177;0.174;0.178
4.990;4.670;5.100;0.178;0.175;0.179
4.940;4.670;5.120;0.177;0.174;0.177
4.946;4.730;5.150;0.176;0.174;0.177
4.968;4.660;5.080;0.176;0.174;0.178
4.930;4.600;5.110;0.176;0.173;0.177
4.950;4.680;5.060;0.176;0.174;0.176
4.954;4.730;5.150;0.176;0.173;0.177
4.902;4.620;5.020;0.175;0.172;0.176
4.914;4.630;4.980;0.174;0.172;0.176
4.916;4.600;5.050;0.174;0.172;0.176
4.900;4.630;4.950;0.175;0.172;0.177
4.852;4.600;5.050;0.174;0.172;0.175
4.876;4.640;5.040;0.173;0.171;0.175
4.890;4.620;5.030;0.173;0.172;0.175
4.858;4.540;5.000;0.173;0.171;0.174
4.888;4.630;4.970;0.173;0.171;0.174
4.878;4.660;5.030;0.173;0.171;0.174
4.826;4.540;4.990;0.172;0.170;0.174
4.826;4.560;4.940;0.172;0.170;0.174
4.824;4.560;4.980;0.171;0.170;0.173
4.818;4.570;4.870;0.172;0.170;0.174
4.762;4.490;5.010;0.171;0.169;0.173
4.788;4.520;4.990;0.170;0.169;0.172
4.818;4.560;4.980;0.171;0.170;0.173
4.778;4.480;4.910;0.170;0.169;0.172
4.792;4.560;4.880;0.170;0.169;0.171
4.800;4.590;4.960;0.170;0.169;0.172
4.740;4.520;4.920;0.169;0.168;0.171
4.756;4.500;4.840;0.169;0.168;0.171
4.732;4.560;4.870;0.169;0.167;0.171
4.762;4.510;4.850;0.169;0.168;0.172
