84.550;84.650;83.730;2.293;2.294;2.292
51.678;51.320;50.860;2.194;2.193;2.191
38.316;35.710;38.290;2.090;2.084;2.085
33.758;31.750;33.590;1.958;1.950;1.952
28.216;25.690;27.550;1.788;1.774;1.777
32.412;30.110;32.020;1.613;1.594;1.600
26.682;24.240;25.390;1.438;1.415;1.421
23.560;21.600;22.750;1.289;1.262;1.272
22.692;20.600;21.970;1.161;1.129;1.139
21.874;19.510;21.090;1.045;1.009;1.024
19.794;17.330;18.820;0.959;0.921;0.936
21.270;18.970;20.660;0.900;0.862;0.878
19.518;17.340;18.990;0.835;0.794;0.811
17.312;15.320;16.560;0.781;0.737;0.755
16.794;14.780;15.830;0.737;0.693;0.713
16.460;14.290;15.490;0.714;0.667;0.688
16.644;14.570;15.590;0.674;0.630;0.649
16.012;14.270;15.050;0.644;0.601;0.619
16.092;13.930;15.420;0.638;0.594;0.616
14.884;13.030;14.040;0.607;0.562;0.583
15.156;13.690;14.230;0.591;0.547;0.566
14.288;12.510;13.290;0.575;0.531;0.548
14.696;12.730;13.900;0.556;0.511;0.533
14.146;12.070;13.530;0.550;0.501;0.528
15.090;13.190;14.670;0.550;0.503;0.533
14.394;12.950;13.370;0.538;0.497;0.514
14.126;12.630;13.450;0.520;0.477;0.498
13.184;11.900;12.150;0.503;0.462;0.478
12.992;11.470;12.160;0.497;0.455;0.469
12.988;11.430;12.120;0.491;0.448;0.465
12.300;10.710;11.410;0.474;0.433;0.448
12.448;10.900;11.320;0.467;0.426;0.441
12.326;11.150;11.270;0.464;0.426;0.441
12.292;10.990;11.240;0.459;0.421;0.434
11.860;10.600;10.950;0.448;0.409;0.423
12.592;10.890;11.600;0.455;0.416;0.432
12.068;10.690;11.380;0.441;0.402;0.418
11.886;10.590;10.870;0.436;0.397;0.412
11.672;10.220;10.770;0.428;0.387;0.403
12.666;11.540;11.830;0.439;0.399;0.412
11.788;10.450;10.960;0.432;0.392;0.404
11.496;10.120;10.750;0.418;0.378;0.391
11.494;10.370;10.630;0.416;0.379;0.390
11.404;10.510;10.600;0.416;0.380;0.390
11.194;9.960;10.480;0.407;0.369;0.380
11.534;10.300;10.680;0.411;0.374;0.387
11.224;10.320;10.570;0.403;0.369;0.376
11.014;9.950;10.170;0.396;0.360;0.371
11.100;9.820;10.250;0.398;0.363;0.374
11.112;10.250;10.620;0.402;0.367;0.378
